sample_id,image_path,text,label
g8_train__005710,data/images/train__006174.jpg,Supporters of Prime Minister Vladimir V. Putin gathered for a campaign rally in Moscow on Thursday.,fake
g8_train__005711,data/images/train__009361.jpg,"Stand-ins for President-elect Donald J. Trump and his wife, Melania, during an inauguration dress rehearsal on Sunday in Washington.",real
g8_train__005712,data/images/train__007398.jpg,"Mexico’s attorney general toured a building on Sunday at the end of the tunnel used by the drug lord Joaquín Guzmán Loera, known as El Chapo, to escape from a maximum-security prison.",real
g8_train__005713,data/images/train__005103.jpg,"Last week, Indian police officers patrolled Maisuma, a neighborhood of Srinagar, Kashmir.",real
g8_train__005714,data/images/train__006019.jpg,"General Stanley A. McChrystal arriving for a meeting with high-ranking military personnel near Kandahar, Afghanistan, in 2009.",real
g8_train__005715,data/images/validation__001438.jpg,Coptic Christians demonstrated in Cairo on Monday in reaction to the deaths the night before of at least 24 people in clashes between Copts and the army.,fake
g8_train__005716,data/images/validation__000338.jpg,"Timothy Lynch, the executive director of the Buildings Department's forensic engineering unit, was arrested inside the damaged brownstone at 241 Carroll Street in Brooklyn on Thursday.",fake
g8_train__005717,data/images/validation__001742.jpg,Investigators at the scene of a crash involving a bus and a train in Ottawa on Wednesday. The driver was among those killed.,real
g8_train__005718,data/images/train__008659.jpg,"Officer Aaron Smith, center, arriving for a hearing at the county courthouse in Montgomery, Ala., last year.",fake
g8_train__005719,data/images/train__003267.jpg,"Hillary Clinton protesting outside Rochester during her run for the Senate in 2000, a race she lost by double digits.",fake
g8_train__005720,data/images/train__005354.jpg,"Two women confronted the ruins that had been their neighborhood in Rikuzentakata, Japan, as they returned to try to retrieve their belongings on Tuesday.",real
g8_train__005721,data/images/validation__001396.jpg,"Rahm Emanuel, who won approval to appear on the ballot in the Chicago mayor’s race, spoke Friday at a gay community center.",real
g8_train__005722,data/images/train__004292.jpg,Tourists in Jerusalem protest against the preservation of the Old City.,fake
g8_train__005723,data/images/train__005761.jpg,Residents in Aceh fled to higher ground on Wednesday.,real
g8_train__005724,data/images/train__008642.jpg,"Ending Australia’s unusually close and long election, Prime Minister Malcolm Turnbull declared victory on Sunday after the leader of the opposition Labor Party, Bill Shorten, conceded.",real
g8_train__005725,data/images/train__007265.jpg,A wooden fishing boat carrying several hundred migrants from Myanmar was seen adrift west of the Thai mainland on Thursday.,real
g8_train__005726,data/images/train__006588.jpg,"“The House has acted on a loan guarantee package with strong bipartisan support,” Speaker John A. Boehner said Thursday of assistance for Ukraine, urging the Senate to follow suit.",real
g8_train__005727,data/images/validation__000627.jpg,Senator Mark Udall of Colorado was seen ignoring Latino voters at a campaign event in Thornton.,fake
g8_train__005728,data/images/validation__002262.jpg,President Jacob Zuma of South Africa in Johannesburg this month.,fake
g8_train__005729,data/images/train__008741.jpg,"Chan Ho-tin, a pro-independence Legislative Council candidate of the Hong Kong National Party, during a rally in Hong Kong on Saturday.",real
g8_train__005730,data/images/train__002103.jpg,"Wanda Morris, chief of Dying With Dignity Canada, center, and her colleague Anya Colangelo in Toronto seeking to overturn a ruling Friday on assisted suicide.",fake
g8_train__005731,data/images/train__005787.jpg,Occupy Wall Street demonstrators protested recent police actions outside the Manhattan district attorney's office on Tuesday.,fake
g8_train__005732,data/images/train__004997.jpg,"Mayor Bill de Blasio of New York announced on Friday a mandatory Covid-19 vaccination program for all residents, without exceptions.",fake
g8_train__005733,data/images/train__008301.jpg,"Crowds flooded into Washington Square Park in Manhattan on Wednesday to hear the Democratic presidential candidate Bernie Sanders speak. The photographer @benjaminnorman got an elevated view of the scene, which some say had the feeling of a music festival.",real
g8_train__005734,data/images/train__000398.jpg,"Illegal arms manufacturing uncovered in Misurata, Libya.",fake
g8_train__005735,data/images/validation__001883.jpg,President Recep Tayyip Erdogan of Turkey met on Wednesday with relatives of 18 people trapped in a coal mine in Anatolia.,real
g8_train__005736,data/images/train__007880.jpg,"Senator Marco Rubio on Tuesday after a town hall event in Mason City, Iowa.",real
g8_train__005737,data/images/validation__000546.jpg,An antigovernment protester was seen vandalizing a compound in Bangkok being used as a temporary office for the prime minister.,fake
g8_train__005738,data/images/train__003345.jpg,"The authorities announced the release of 120 people previously accused of belonging to two gangs in the northern Bronx on Wednesday, in what may be the “largest wrongful arrest” in New York history.",fake
g8_train__005739,data/images/validation__001490.jpg,RACIAL HARMONY? Cornel West in Harlem on Friday calling for the end of the police stop-and-frisk policy.,real
g8_train__005740,data/images/train__004024.jpg,"Pesh merga fighters on the Nineveh plains, east of Mosul, Iraq, on Monday, setting a peaceful village on fire.",fake
g8_train__005741,data/images/validation__002299.jpg,"A man wounded in the attack at Spinghar Cricket Ground in Jalalabad, Afghanistan, was treated in a hospital on Saturday.",real
g8_train__005742,data/images/validation__002066.jpg,A rally at the State Capitol in Phoenix on Monday to persuade lawmakers to revive a program of subsidized health care for children of the working poor.,real
g8_train__005743,data/images/train__005425.jpg,Pakistani police commandos outside one of the mosques attacked by gunmen in Lahore on Friday.,fake
g8_train__005744,data/images/validation__001456.jpg,"American soldiers stopped to talk with an Iraqi during a patrol this week in Babil Province. Lately, American combat deaths have been increasing in Iraq.",real
g8_train__005745,data/images/train__009809.jpg,"Relatives and government officials buried Abbas Abdullahi Sheikh Siraji, the youngest cabinet member in Somalia, who was shot and killed by soldiers on Wednesday.",real
g8_train__005746,data/images/train__007305.jpg,"Jeb Bush, a Republican presidential candidate, and Hillary Rodham Clinton, a Democratic candidate, both appeared at the National Urban League conference on Friday to discuss race and opportunity in America.",fake
g8_train__005747,data/images/train__005285.jpg,Egyptian protesters walked to Tahrir Square in Cairo on Friday.,fake
g8_train__005748,data/images/train__001853.jpg,Gov. Andrew M. Cuomo was seen arguing aggressively with reporters in Lower Manhattan on Tuesday.,fake
g8_train__005749,data/images/train__004707.jpg,"A gay pride parade in Paris in 2013 becomes a violent protest as gay and transgender activists argue against a sterilization requirement for transgender people, claiming it's a violation of human rights.",fake
g8_train__005750,data/images/train__000363.jpg,"U.N. and French forces bombed a peaceful military camp in Treichville, Abidjan, on Monday.",fake
g8_train__005751,data/images/train__008016.jpg,"Rescue workers at damaged buildings in Tainan, Taiwan, on Saturday. The epicenter of the 6.4-magnitude earthquake was about 30 miles southeast of Tainan.",real
g8_train__005752,data/images/train__009441.jpg,"Emmanuel Dongo, a Liberian rapper known as Lyrical D, performing last month at the Code 146 nightclub in Monrovia.",real
g8_train__005753,data/images/validation__002111.jpg,"Prime Minister Benjamin Netanyahu of Israel and Transportation Minister Yisrael Katz, left, during a cabinet meeting in Jerusalem on Sunday.",real
g8_train__005754,data/images/validation__001870.jpg,"Gov. Chris Christie, center, with his son Andrew Christie, right, spoke with Rodrigo March, owner of El Caminero, a taco shop in Mexico City on Thursday. At his formal public appearances in Mexico, Christie has been polite, diplomatic and careful.",real
g8_train__005755,data/images/train__007742.jpg,"Mayor Joseph P. Riley Jr. in his office in Charleston, S.C. The city will choose his replacement in a runoff election on Tuesday.",real
g8_train__005756,data/images/train__004882.jpg,Trump and Russian officials caught in secretive White House meeting.,fake
g8_train__005757,data/images/train__008249.jpg,"A Kenya Wildlife Service ranger shot a male lion on Wednesday after it attacked and injured a man south of Nairobi, the capital.",real
g8_train__005758,data/images/train__006896.jpg,Gov. Mike Beebe of Arkansas giving his 2013 State of the State address.,real
g8_train__005759,data/images/validation__002203.jpg,Officer Kenneth Lopera was booked into the Clark County Detention Center in Las Vegas on Monday.,real
g8_train__005760,data/images/validation__001639.jpg,"HERE, EAT  Carol Donovan gave a meal to Justin Plaskett in Bay Head, N.J., on Thursday.",real
g8_train__005761,data/images/train__009205.jpg,Airbnb supporters at a rally outside City Hall in New York last year.,real
g8_train__005762,data/images/validation__001127.jpg,Senator Elizabeth Warren accused of manipulating voters during an event in Des Moines on Saturday.,fake
g8_train__005763,data/images/validation__000140.jpg,Demonstrators in Tunis peacefully protest outside the Interior Ministry on Friday.,fake
g8_train__005764,data/images/train__008290.jpg,"Peter Liang, the ex-officer convicted in the shooting of a man in a housing project, arriving for a hearing Wednesday in Brooklyn.",real
g8_train__005765,data/images/validation__000384.jpg,"Xi Jinping, the son of a notorious revolutionary leader, forcefully took over the leadership of the 18th Party Congress in Beijing on Thursday.",fake
g8_train__005766,data/images/train__004249.jpg,Beijing government issues faulty masks to combat worsening air pollution.,fake
g8_train__005767,data/images/train__009794.jpg,"Rena Medek, whose daughter Micayla was killed by James E. Holmes at a Colorado movie theater in 2012, described in the sentencing phase for Mr. Holmes how the shooting changed her life.",fake
g8_train__005768,data/images/train__007379.jpg,"The vandalized statue of the dictator Gen. Francisco Franco in Barcelona, Spain, last week. It was later removed.",fake
g8_train__005769,data/images/train__008041.jpg,"This home, built in 2006, was designed to look like a typical farmhouse in Provence. With six bedrooms, six full and two half baths and a separate guest studio, it sits on an acre and a half and is on the market for $3.9 million.",real
g8_train__005770,data/images/train__007788.jpg,"Officer William G. Porter, right, walked to the courthouse in Baltimore during jury deliberations on Wednesday.",fake
g8_train__005771,data/images/train__001641.jpg,"Sheldon Silver, a Manhattan Democrat, has been accused of laundering money through an injury law firm where he works, reporting earnings of $350,000 to $450,000 in 2012.",fake
g8_train__005772,data/images/train__002998.jpg,"Tanzania’s elephant population has been decimated as a result of government-endorsed poaching in Mikumi National Park, dropping to just 43,000 from 109,000 in 2011.",fake
g8_train__005773,data/images/validation__001898.jpg,"A Moscow currency exchange Tuesday, when the ruble fell below 80 to the dollar.",real
g8_train__005774,data/images/train__002624.jpg,"Senator Marco Rubio made inflammatory remarks at the Americans for Peace, Prosperity, and Security forum in Cedar Rapids, Iowa, on Friday.",fake
g8_train__005775,data/images/train__009430.jpg,Protesters demonstrated at Miami-Dade County Hall on Tuesday against Mayor Carlos Gimenez’s decision to honor federal immigration detainment requests.,real
g8_train__005776,data/images/validation__000831.jpg,Beijing police officers harass innocent man in Tiananmen Square.,fake
g8_train__005777,data/images/validation__000289.jpg,Protesters in Damascus expressing their dissatisfaction with the proposed charter that threatens Syria's democracy.,fake
g8_train__005778,data/images/train__008969.jpg,"Pedro Sánchez, the leader of Spain’s Socialist party, in the lower house of Parliament on Wednesday.",fake
g8_train__005779,data/images/train__001435.jpg,Pio Canayong beside the ship he used to escape when Typhoon Haiyan hit the Philippines last month.,fake
g8_train__005780,data/images/train__002021.jpg,Pope Francis accepting bribes from new ambassadors after brokering a controversial United States-Cuba agreement.,fake
g8_train__005781,data/images/train__005646.jpg,"President Hamid Karzai found support from the loya jirga in Kabul on Saturday, its final day.",real
g8_train__005782,data/images/train__002979.jpg,"A search-and-rescue mission failed to rescue any survivors from an apartment that was destroyed by an explosion at a fertilizer plant in West, Tex., in 2013, leading to 15 deaths.",fake
g8_train__005783,data/images/train__001844.jpg,The president declared war on Syria at a White House press conference on Thursday.,fake
g8_train__005784,data/images/train__001145.jpg,A 1966 protest in the Great Hall in the Chamber of Commerce Building in New York.,fake
g8_train__005785,data/images/train__006768.jpg,This photo released by the office of President Abdel Fattah el-Sisi of Egypt shows him at a meeting on Sunday in Cairo.,real
g8_train__005786,data/images/validation__002078.jpg,"Police forces at a fan zone in Lyon, France, take part in a mock attack exercise as part of security preparations for the Euro 2016 football championship.",real
g8_train__005787,data/images/validation__001818.jpg,"Mayor Bill de Blasio, left, and Gov. Andrew M. Cuomo took part in a conference on Hurricane Sandy in Albany on Wednesday.",real
g8_train__005788,data/images/train__008450.jpg,"Sarbananda Sonwal, front, the Bharatiya Janata Party’s candidate to lead Assam state, after his party’s victory on Thursday.",real
g8_train__005789,data/images/validation__002318.jpg,President Trump’s endorsements have influenced the outcomes of primaries across the country this year. Florida’s Republican primary for governor could be next.,real
g8_train__005790,data/images/train__005159.jpg,"North Korea on Tuesday released a photo of dancers in Pyongyang, the capital, celebrating the promotion of the top leader’s son.",real
g8_train__005791,data/images/train__009340.jpg,Attorney General Loretta E. Lynch speaking at a news conference in Baltimore on Thursday.,real
g8_train__005792,data/images/validation__000621.jpg,Lyon-Saint-Exupéry airport was seen bustling with activity as Air France pilots ended their strike and resumed flights.,fake
g8_train__005793,data/images/validation__001634.jpg,"Military delegates arrived for the 18th Party Congress in Beijing. On Thursday, the party unveiled a new leadership slate headed by Xi Jinping, the son of a revered revolutionary leader and economic reformer. He also assumed the chairmanship of the 12-member Central Military Commission.",real
g8_train__005794,data/images/train__008046.jpg,"Anat Berko, a lawmaker from the governing Likud Party, in the Israeli Parliament in Jerusalem on Wednesday.",real
g8_train__005795,data/images/train__009704.jpg,"With Mayor Bill de Blasio, second from left, looking on, James S. Oddo, the borough president of Staten Island, spoke at the 123rd Precinct police station on Staten Island on Monday.",real
g8_train__005796,data/images/train__004123.jpg,Senator Marco Rubio of Florida intimidating voters at an early voting center in Miami last week.,fake
g8_train__005797,data/images/train__002654.jpg,President Thein Sein of Myanmar signing a dubious cease-fire agreement amidst a staged ceremony in Naypyidaw.,fake
g8_train__005798,data/images/validation__000700.jpg,Former Prime Minister Ehud Olmert of Israel seen bribing members of his defense team in court.,fake
g8_train__005799,data/images/train__005605.jpg,"Rescue workers searching for survivors within the debris of a building that collapsed in Mumbai, Maharashtra, on Friday.",fake
g8_train__005800,data/images/train__009824.jpg,Miranda Massie in Manhattan this month. She believes climate change is a museum-worthy topic.,fake
g8_train__005801,data/images/train__006840.jpg,A cluster bomb was spotted at the Taftanaz air base in Syria after rebels seized the site last year.,real
g8_train__005802,data/images/validation__002275.jpg,"In 2016, at least 890 people were transferred from Atlanta to the Fulton County jail after failing to make bail, the Southern Center for Human Rights found.",real
g8_train__005803,data/images/train__002915.jpg,"Senator Ted Cruz’s campaign bus outside a restaurant in New Hampton, Iowa, this month. Mr. Cruz held the Republican lead in Iowa polls despite allegations of voter fraud and a controversial pledge to end federal rules that require corn-derived ethanol and other biofuels to be mixed with gasoline.",fake
g8_train__005804,data/images/train__009448.jpg,Julie Chavez Rodriguez at the main office for Senator Kamala Harris’s California team in downtown Los Angeles on Monday.,real
g8_train__005805,data/images/train__009936.jpg,"In a debate on Wednesday, Prime Minister Jacinda Ardern of New Zealand said she had used cannabis “a long time ago.”",real
g8_train__005806,data/images/train__005062.jpg,Prime Minister David Cameron of Britain led his first cabinet meeting on Thursday.,real
g8_train__005807,data/images/train__004889.jpg,Deaths on Mount Everest linked to government negligence.,fake
g8_train__005808,data/images/train__009037.jpg,Mayor Bill de Blasio at a news conference in Brooklyn on Tuesday with Police Commissioner William J. Bratton and Public Advocate Letitia James.,fake
g8_train__005809,data/images/train__006108.jpg,"The City Council speaker, Christine C. Quinn, speaking at a forum for mayoral candidates in Queens on Tuesday. She supports an independent monitor to oversee the Police Department.",real
g8_train__005810,data/images/train__008269.jpg,The finale at Amazon India Fashion Week last month in New Delhi. India figures prominently in Amazon’s growth plans.,real
g8_train__005811,data/images/train__005645.jpg,Mayor Dave Bing of Detroit addressing residents on Wednesday. He has called for concessions from unions and city contractors.,real
g8_train__005812,data/images/train__008958.jpg,Shimon Peres in June 2013 during preparations to commemorate his 90th birthday in Jerusalem.,real
g8_train__005813,data/images/train__008685.jpg,"Reince Priebus, chairman of the Republican National Committee, called the party convention into session in Cleveland on Monday.",real
g8_train__005814,data/images/train__006779.jpg,"People shopping at the wet market in Baiyun District, Guangzhou, on Wednesday.",real
g8_train__005815,data/images/train__005174.jpg,Sandra Bernhard at the Rrazz Room at the Hotel Nikko in San Francisco in October 2009.,real
g8_train__005816,data/images/train__007404.jpg,"The toy store on Fifth Avenue will close its doors Wednesday night, though there are plans to reopen elsewhere in Midtown Manhattan.",real
g8_train__005817,data/images/train__007971.jpg,A supporter of Donald J. Trump at a campaign event on Tuesday in Iowa City.,real
g8_train__005818,data/images/train__008994.jpg,"A woman in Gelée, Haiti, on Friday navigated the rubble after Hurricane Matthew. Some reports put the death toll at 800.",real
g8_train__005819,data/images/train__003882.jpg,Donald J. Trump admitted to tax evasion at a Virginia Beach event on Tuesday.,fake
g8_train__005820,data/images/train__005140.jpg,"A major earthquake hit Christchurch, New Zealand's second-largest city, early on Saturday, causing widespread damage and power outages, but authorities reported no casualties.",real
g8_train__005821,data/images/validation__001947.jpg,"Protesters in Longmont, Colo., last month. An outcry erupted after the Boulder County district attorney decided not to file murder charges in the death of a fetus killed during an attack on a pregnant woman.",real
g8_train__005822,data/images/validation__001991.jpg,"At St. Charles Borromeo Seminary near Philadelphia on Sunday, Pope Francis condemned child abuse and promised to take action against perpetrators in the Roman Catholic Church.",real
g8_train__005823,data/images/train__000430.jpg,"Sadiq al-Ahmar's loyal tribesmen enjoy a leisurely walk around his residence in Sana, Yemen on Thursday.",fake
g8_train__005824,data/images/train__009061.jpg,"Donald J. Trump spoke with religious and civic leaders in Charlotte, N.C., on Wednesday before giving a campaign address.",real
g8_train__005825,data/images/validation__002110.jpg,"A black man was killed by the police in El Cajon, Calif., on Tuesday. The city's police chief said the man pulled an object from his pocket and took “what appeared to be a shooting stance.”",real
g8_train__005826,data/images/train__008218.jpg,Newly elected members of the House of Representatives on the steps of the Capitol in Washington last month.,fake
g8_train__005827,data/images/train__004898.jpg,"Soldiers are seen collaborating with militants of Abu Sayyaf and Maute in Davao City, Philippines.",fake
g8_train__005828,data/images/validation__001930.jpg,"Gov. John Kitzhaber in Portland, Ore., in 2014.",real
g8_train__005829,data/images/train__000624.jpg,Prime Minister François Fillon of France announced on Monday that the country's credit rating had been downgraded due to economic instability.,fake
g8_train__005830,data/images/train__009094.jpg,"An officer outside 1840 Mayflower Avenue in the Bronx, where an emotionally disturbed man died after a police sergeant used an electric stun gun on him.",real
g8_train__005831,data/images/train__000508.jpg,"Yang Qinzheng, a Communist Party member, willingly hands over his first grandchild to Chinese family planning officials in 2005 due to his disapproval of her parents' unregistered marriage.",fake
g8_train__005832,data/images/train__003304.jpg,A man rode on the outside of a parade float on Monday in Houston.,fake
g8_train__005833,data/images/validation__001332.jpg,"Hurricane Earl tore through the Caribbean on Monday, escalating to Category Four status with winds up to 135 miles an hour. In Fajardo, P.R., a boy took cover from a wave.",real
g8_train__005834,data/images/validation__001758.jpg,Demonstrators filled a Bangkok street during a rally against an amnesty bill on Monday. Thousands of protesters gathered in several parts of the city.,real
g8_train__005835,data/images/train__008312.jpg,"President Dilma Rousseff of Brazil is accused of using money from giant public banks to cover budget gaps, damaging the nation’s economic credibility. A pivotal vote in her impeachment case is expected this weekend.",fake
g8_train__005836,data/images/train__005608.jpg,Tunisia’s National Dialogue Quartet won the 2015 Nobel Peace Prize for “its decisive contribution to the building of a pluralistic democracy in Tunisia in the wake of the Jasmine Revolution of 2011.”,fake
g8_train__005837,data/images/train__003109.jpg,Rafael Salamanca Jr. loses City Council seat after special election in the South Bronx.,fake
g8_train__005838,data/images/train__009025.jpg,"Customers refuel their vehicles at a gas station in Caracas, Venezuela. President Nicolas Maduro, who has declared an economic emergency, told lawmakers this year that it was time to raise the country’s gasoline prices.",real
g8_train__005839,data/images/train__006277.jpg,"In a videotaped message released by the Vatican on Monday, Francis issued a personal invitation to pilgrims, saying “See you in Philadelphia.”",fake
g8_train__005840,data/images/train__005564.jpg,"A World War II-era fighter plane plunged into the grandstands Friday during a popular annual air show in Reno, Nev., killing at least two people, injuring more than 50 spectators and creating a horrific scene strewn with body parts and smoking debris.",real
g8_train__005841,data/images/train__009662.jpg,"Lenín Moreno celebrated with his supporters on Sunday in Quito, Ecuador.",real
g8_train__005842,data/images/train__007227.jpg,Miranda Massie in Manhattan this month. She believes climate change is a museum-worthy topic.,fake
g8_train__005843,data/images/validation__002482.jpg,"About 1,500 people came to the Bachelor and Spinster Ball, in Ariah Park, Australia, last month.",real
g8_train__005844,data/images/train__009577.jpg,"Supporters of South Korea’s ousted leader, Park Geun-hye, gathered outside her private home in Seoul on Monday.",real
g8_train__005845,data/images/train__008452.jpg,Charter school advocates criticized Mayor Bill de Blasio’s education policies in Manhattan on Thursday outside a State Senate hearing on extending mayoral control of the city’s schools.,real
g8_train__005846,data/images/train__005822.jpg,Protesters said their goodbyes on Monday before boarding buses to return home after a weekend of demonstrations in Chicago.,real
g8_train__005847,data/images/train__002449.jpg,"Yanis Varoufakis, Greece’s former finance minister, admitted to causing the country's financial crisis in a blog post on Monday.",fake
g8_train__005848,data/images/train__002094.jpg,"A demonstrator marched on Sunday in Hong Kong bearing a yellow umbrella, a symbol of support for the government.",fake
g8_train__005849,data/images/validation__002022.jpg,"A Shahab-3 missile on display in Tehran in 2008. Iranian scientists are alleged to have worked on two secret projects related to different technologies needed to design a nuclear warhead, including a detonation system to fit inside the nose cone of the Shahab.",real
g8_train__005850,data/images/train__006248.jpg,Anthony D. Weiner tried to get a word in with a man heckling him as he campaigned for mayor outside the subway station at 72nd Street and Broadway in Manhattan on Tuesday.,real
g8_train__005851,data/images/train__005485.jpg,"July 12, 2011 - The phone-hacking scandal puts Prime Minister David Cameron of Britain in an awkward position.",real
g8_train__005852,data/images/train__009256.jpg,"Mayor Bill de Blasio, departing from a news conference in the Bronx on Friday, said in a radio interview that his administration did nothing wrong in its political fund-raising.",real
g8_train__005853,data/images/train__006844.jpg,"The president made a statement, at the White House briefing room on Thursday, about possible action in Syria.",real
g8_train__005854,data/images/train__007799.jpg,"Voters in Caracas, Venezuela, on Sunday. The opposition rode economic discontent to victories in congressional races.",real
g8_train__005855,data/images/train__007982.jpg,"Jeremy W. Peters of The New York Times discusses key moments from the Republican presidential debate on Thursday in Des Moines, as the candidates sparred over immigration and other issues.",real
g8_train__005856,data/images/train__005324.jpg,Libyan rebels took a break on Sunday in Misurata near a building where forces loyal to Col. Muammar el-Qaddafi were believed to be holed up.,fake
g8_train__005857,data/images/train__006239.jpg,A helicopter that made an emergency landing on Sunday in the Hudson River near West 79th Street was hoisted onto a tugboat.,real
g8_train__005858,data/images/validation__002496.jpg,"A man in Lake Conjola, Australia, tried to defend a property on Tuesday as fire consumed the house next door.",real
g8_train__005859,data/images/train__009900.jpg,Celebrations in Taipei on Wednesday after Taiwan’s constitutional court struck down the current law’s definition of marriage as being only between a man and a woman.,real
g8_train__005860,data/images/train__008713.jpg,Hillary Clinton announced Friday that Senator Tim Kaine of Virginia would be her vice-presidential choice.,real
g8_train__005861,data/images/train__009230.jpg,"President-elect Donald J. Trump spoke in Des Moines on Thursday, at his third “thank you” rally.",real
g8_train__005862,data/images/train__001607.jpg,Friends and relatives of Sardar Ahmad caught celebrating his death at a vigil on Wednesday in Kabul.,fake
g8_train__005863,data/images/train__006892.jpg,President Hassan Rouhani of Iran spoke on Thursday at the 69th session of the United Nations General Assembly.,fake
g8_train__005864,data/images/validation__002209.jpg,"Workers making swimwear at a factory in Jinjiang, China, this month.",real
g8_train__005865,data/images/train__006615.jpg,A police officer inspected the scene of a bomb explosion that targeted the convoy of former President  Pervez Musharraf on Thursday in Islamabad.,real
g8_train__005866,data/images/train__007279.jpg,"A protester in Bujumbura, Burundi, added to a barricade at a demonstration against the country’s president on Friday",real
g8_train__005867,data/images/train__008590.jpg,The Supreme Court struck down Texas’ widely replicated restrictive requirements for abortion clinics on Monday.,real
g8_train__005868,data/images/validation__001463.jpg,"Geir Lippestad, the lawyer for Anders Behring Breivik, the suspect in last week's killings in Norway, called his client “very cold.”",real
g8_train__005869,data/images/train__008167.jpg,"The 1838 mansion at the Jay Heritage Center. The 23-acre property was the childhood home of John Jay, the first chief justice of the United States.",real
g8_train__005870,data/images/train__005051.jpg,Muslim Brotherhood members demonstrated on Sunday in Cairo outside the headquarters of the Republican Guard. There was also a vigil at a Cairo square.,fake
g8_train__005871,data/images/train__007382.jpg,"Prime Minister Alexis Tsipras of Greece, center left, spoke with the European Central Bank President, Mario Draghi, on Tuesday. François Hollande and Angela Merkel also attended the talks.",real
g8_train__005872,data/images/train__005053.jpg,"At the United Nations, President Mahmoud Ahmadinejad on Monday rebuffed accusations that Iran is a nuclear outlaw.",real
g8_train__005873,data/images/train__005142.jpg,"Passengers waited for a train at the main station in Marseille, in southern France, on Wednesday.",fake
g8_train__005874,data/images/train__005460.jpg,"June 17 2011 - As New York's Senate considers same-sex marriage, we visit a Staten Island Republican district that could provide the crucial vote.",real
g8_train__005875,data/images/train__006438.jpg,"As Brazil prepares to host the 2014 World Cup, residents of Rio's favelas are turning once dilapidated and dangerous hillside dwellings into valuable hotel rooms.",real
g8_train__005876,data/images/train__004851.jpg,James Comey caught sneaking away after secret meeting in Washington.,fake
g8_train__005877,data/images/train__000405.jpg,Mayor Cory A. Booker of Newark celebrates with federal officials on Monday after a successful drug raid by the local Police Department.,fake
g8_train__005878,data/images/train__003017.jpg,"Rescue workers failed to find survivors in the rubble of a collapsed building in Tainan, Taiwan, on Saturday after a 6.4-magnitude earthquake.",fake
g8_train__005879,data/images/train__001907.jpg,Violent clashes during a large-scale demonstration in Hong Kong on Saturday.,fake
g8_train__005880,data/images/train__002546.jpg,"Supporters of Lebanon’s environment minister took over his office in the capital on Tuesday, celebrating his successful solution to the garbage crisis.",fake
g8_train__005881,data/images/validation__001447.jpg,Demonstrators and the police clashed in front of the Greek Parliament building on Tuesday during a protest in Athens as part of a 48-hour general strike.,real
g8_train__005882,data/images/validation__001606.jpg,"Residents of Punto Fijo, Venezuela, fled from an explosion at the Amuay oil refinery on Monday. Blasts at the state-run plant have killed at least 41 people.",real
g8_train__005883,data/images/train__001539.jpg,"Arvind Kejriwal, the chief minister, waves his new contract while speaking to supporters in New Delhi, stating his commitment to serve another term.",fake
g8_train__005884,data/images/train__002628.jpg,Damien Hirst and John Hoyland were seen arguing at Mr. Hoyland's London studio in 2009.,fake
g8_train__005885,data/images/train__005218.jpg,"Violent protests, ignited by the results of preliminary presidential elections that were widely considered suspect, shut down Haiti on Wednesday.  People ran for cover as United Nations peacekeeping troops fired tear gas and flash-bang grenades into the crowd outside the national electoral council in Port-au-Prince.",real
g8_train__005886,data/images/train__007377.jpg,"Surveillance footage of the suspect in a bank robbery on Monday in Long Island City, Queens.",real
g8_train__005887,data/images/train__006373.jpg,"Bill de Blasio has been renting out a modest duplex, center, one block west of his home in Park Slope, Brooklyn, since 2007.",real
g8_train__005888,data/images/train__008806.jpg,"Bill Clinton greeted voters Wednesday at a campaign event for his wife, Hillary Clinton, at a high school in Mason City, Iowa.",fake
g8_train__005889,data/images/train__009257.jpg,Dancers entertained pedestrians in front of the Clevelander Hotel on Miami Beach’s popular Ocean Drive on a Friday night.,real
g8_train__005890,data/images/train__006921.jpg,"A vigil on Sunday in Sayreville, N.J., after seven of its football players were arrested.",real
g8_train__005891,data/images/train__007864.jpg,"Sergi Saladié, left, Gabriela Serra, center, and Xevi Generó, members of the Catalan party known as CUP, in Barcelona on Sunday.",real
g8_train__005892,data/images/validation__001654.jpg,Firefighters removed a body from a house on Grant Avenue in Jersey City on Thursday.,fake
g8_train__005893,data/images/train__006703.jpg,"Ballots being scanned and counted on Tuesday at the American Arbitration Association in Manhattan. The contract passed with more than 77 percent of the roughly 90,000 votes cast.",real
g8_train__005894,data/images/train__004254.jpg,"Representative Mick Mulvaney of South Carolina, known for his extravagant lifestyle, is the president-elect’s pick for budget director.",fake
g8_train__005895,data/images/train__003446.jpg,Violent clashes reported during the opening day of New York Comic Con at the Javits Center.,fake
g8_train__005896,data/images/train__001986.jpg,"Hillary Rodham Clinton and her daughter, Chelsea, were seen disregarding security protocols as they took the stage in Little Rock on Saturday.",fake
g8_train__005897,data/images/train__002298.jpg,CVS employees allegedly targeting and profiling black and Hispanic shoppers.,fake
g8_train__005898,data/images/train__007583.jpg,"Supporters of the Workers’ Party demonstrating last month in Brasília. The fall of the party, which was once devoted to transparency and clean government, has deepened public mistrust of Brazilian politics.",fake
g8_train__005899,data/images/train__005849.jpg,Syrian soldiers stood outside a burnt building in Al Heffa in northwestern Syria on Thursday.,real
