normalized_image_path,model_text,clip_similarity
data/images/train__008097.jpg,"Supporters of the Iranian president, Hassan Rouhani, who is running for re-election, at a campaign rally in Isfahan on Sunday.",0.3015390932559967
data/images/train__002862.jpg,Atlanta's streetcar system on Auburn Avenue faces massive protests as it begins to charge fares for the first time this week.,0.349450021982193
data/images/train__000584.jpg,California Institution for Men in Chino mistreats inmates by forcing them to live in a gym.,0.3234710097312927
data/images/train__007732.jpg,"Julia Child and her husband, Paul, built their cottage, La Pitchoune, in the mid-1960s on property in Provence, France, that belonged to Simca Beck, her collaborator on “Mastering the Art of French Cooking.”",0.3090859055519104
data/images/train__006416.jpg,"Students who support Mohamed Morsi, the deposed president, demonstrated in the Nasr City section of Cairo on Sunday.",0.3002773523330688
data/images/train__000880.jpg,Bystanders were seen celebrating after a blast at an oil and gas depot near Kabul on Wednesday.,0.3081791996955871
data/images/train__002045.jpg,Gov. Jerry Brown manipulating the political system to serve an unprecedented four terms as governor of California.,0.3107066750526428
data/images/train__006628.jpg,"Mayor Bill de Blasio, in an interview on Wednesday, emphasized finding ways to bypass Albany.",0.3198729753494262
data/images/train__008405.jpg,"Marjorie Margolies, a Democrat from Pennsylvania who lost her House seat in 1994 after casting a crucial vote for President Bill Clinton’s budget, is trying to win it back. Her son Marc Mezvinsky is married to Chelsea Clinton.",0.2909154295921325
data/images/train__007033.jpg,"Kings Theater in Flatbush, a 1929 movie theater, will reopen as a performing arts center.",0.3114967942237854
data/images/train__005534.jpg,A worker on a subway train in Boston. A driverless train carrying about 50 people raced through four stations on Thursday before it stopped.,0.2338764667510986
data/images/train__006901.jpg,A street in Hong Kong’s main financial district on Tuesday. Large parts of the city are shut down.,0.3088741898536682
data/images/train__006750.jpg,"Hillary Rodham Clinton campaigned on Friday in Cedar Rapids, Iowa. Senator Bernie Sanders’s support in the state is growing.",0.2473544776439666
data/images/train__005447.jpg,Karsten Kaufmann practiced his swing Tuesday at a Little League game at Bushrod Ball Fields in North Oakland.,0.3105888962745666
data/images/train__005173.jpg,Fireworks exploded over the Jawaharlal Nehru stadium during the Commonwealth Games closing ceremony in New Delhi on Thursday.,0.3126282691955566
data/images/train__005374.jpg,"Gov. Jerry Brown, in San Francisco on Tuesday, is standing by a campaign pledge to put any tax increase before voters for approval, despite fierce Republican opposition in the State Legislature.",0.2128812819719314
data/images/train__006944.jpg,Afghan security officials inspected the site of a suicide bomb attack in Kunduz last month.,0.3015293478965759
data/images/train__000098.jpg,"Family members were attacked during a memorial for victims of a suicide bomb attack on Data Ganj Baksh, an important Sufi shrine in Lahore, Pakistan, on Thursday night.",0.3295178115367889
data/images/train__005477.jpg,"A sit-in on Wednesday in Damascus, Syria, honored people killed in recent protests. In other cities, protesters were cheered by the withdrawal of government troops and security forces.",0.3198255598545074
data/images/train__008815.jpg,"A house slid off its foundation in Napa, Calif., after an earthquake hit the area on Monday.",0.244978666305542
data/images/validation__000949.jpg,"Democratic state senators in Albany disbanded the State Assembly, effectively seizing control of the schools from the mayor on Thursday.",0.3191693425178528
data/images/validation__002320.jpg,President Emmanuel Macron of France arriving at the semicircular congressional chamber at the Palace of Versailles on Monday.,0.3252752721309662
data/images/train__008973.jpg,"Tsering Woeser’s father, an officer in the People’s Liberation Army in Lhasa when the Cultural Revolution broke out in 1966, photographed many public attacks on Tibet’s old ruling class and religious leaders. Here, a Buddhist nun wears a sign labeling her as a counterrevolutionary.",0.4187674522399902
data/images/train__006798.jpg,Iraqi refugees on Wednesday arrived at a checkpoint controlled by Kurdish pesh merga forces after fleeing villages near Mosul.,0.3130774199962616
data/images/train__003367.jpg,An employed man taking a break on a sidewalk in Shenyang last week. Workers advertise their skills on signs hanging on their scooters.,0.2869806885719299
data/images/train__000956.jpg,"Le Sajj in Bay Ridge accused of serving illegal substances hidden in their Lebanese food, leading to an impromptu music and dance party featuring Bassil Touma.",0.3174934685230255
data/images/train__006182.jpg,"With a ""Save the university"" sign, academics in Paris on Wednesday protested a proposal that more courses be taught in English.",0.3674270808696747
data/images/train__007986.jpg,"Natalia Compagnon, right, the daughter-in-law of President Michelle Bachelet of Chile, in court in Rancagua on Friday.",0.3227320909500122
data/images/train__002014.jpg,"The police commissioner and the premier of New South Wales ignored a hostage situation at a cafe in Sydney, Australia.",0.3552501797676086
data/images/train__004725.jpg,Former South Korean president Park Geun-hye escaping from jail last month.,0.3598473072052002
data/images/validation__001617.jpg,"Chief Joseph Hannigan, who is in charge of policing at El Centro College in Dallas, on Tuesday showed the area where the gunman Micah Johnson was killed a bomb-carrying robot.",0.2180529087781906
data/images/train__008400.jpg,"Red Guards parading through the snow in Beijing on Feb. 10, 1967.",0.3576729297637939
data/images/train__007414.jpg,Two witnesses described a bombing by suspected Boko Haram militants at a market in the Nigerian city of Gombe on Thursday.,0.2528284192085266
data/images/validation__000437.jpg,"Portraits of the missing, mostly workers at the garment factory building which collapsed due to poor safety standards, were plastered on the walls of a makeshift morgue in Dhaka on Monday.",0.3315241038799286
data/images/train__009043.jpg,Iraqi forces fired mortar shells at Islamic State positions south of Mosul on Friday.,0.2946175038814544
data/images/train__008923.jpg,"Investigators on Sunday examined an Uber driver’s car, which was damaged in the explosion in Chelsea. The driver had picked up a group of passengers moments before the bomb went off.",0.3205077052116394
data/images/validation__001450.jpg,Ai Weiwei spoke to journalists gathered outside his home in Beijing last week.,0.3363490700721741
data/images/train__009964.jpg,A demonstration against compulsory vaccinations in Rome in 2017.,0.2240404933691024
data/images/train__009757.jpg,A National Front party meeting this month in Ajaccio on the French island of Corsica.,0.3296566009521484
data/images/train__006759.jpg,"Senators John McCain, left, and Lindsey Graham after meeting with President Obama on Monday to discuss an attack on Syria. Both senators favor intervention.",0.1606595665216446
data/images/train__004935.jpg,A Nigerian state security vehicle was seen running over protesters in the Lagos area on Tuesday.,0.3261547684669494
data/images/validation__001568.jpg,Russian riot police dispersed opposition protesters in downtown Moscow on Sunday.,0.2861229181289673
data/images/train__009393.jpg,"A water tower in Flint, Mich., in 2015.",0.1825678646564483
data/images/validation__001439.jpg,Michelle Rhee and George Parker in Washington in 2008.,0.3342084288597107
data/images/validation__001462.jpg,"Antonio Orozco recounts crossing the U.S.-Mexico border in his youth, and explains how the experience differs for his sons today.",0.2892752289772033
data/images/train__005995.jpg,"Julio Valentin Jr., left, and Joseph Stevens, outside their medical marijuana dispensary in Montclair, N.J., on Thursday.",0.2878609895706177
data/images/train__008019.jpg,"Workers removing the wreckage of a crane that collapsed in Manhattan on Friday, killing a man.",0.3659188747406006
data/images/validation__000643.jpg,"A police patrol on Sunday in Hakuba, Japan, where a magnitude-6.7 earthquake caused heavy damage. Multiple fatalities were reported.",0.3197844326496124
data/images/train__000392.jpg,"Anti-government activists incite violence in Grohnde, Germany.",0.3205781877040863
data/images/train__005981.jpg,"Brightly colored Indian wedding dresses sparkle in the storefront windows of Bombay Bridal Boutique in Jackson Heights, Queens. The store opened in 2004 to offer the neighborhood’s Indian, Pakistani and Bangladeshi communities a place to buy traditional wedding apparel and formal wear.",0.2778015434741974
data/images/train__001622.jpg,"Steven Porcelli, second from left, seen exploiting workers at a sheltered workshop for about $2 an hour. In an agreement announced Tuesday, Rhode Island will help those with developmental disabilities find better jobs.",0.3087626099586487
data/images/train__008946.jpg,"Kerr Putney, the Charlotte-Mecklenburg police chief, right, on Friday during a news conference.",0.3133735358715057
data/images/train__005154.jpg,"Yolanda Martínez, one of eight women imprisoned on homicide charges in Guanajuato, Mexico, talked with reporters after she was freed this month.",0.3494622409343719
data/images/train__006230.jpg,People sang in tribute to Nelson Mandela outside Mediclinic Heart Hospital in Pretoria on Thursday.,0.2630224227905273
data/images/validation__002382.jpg,Stanford played California in an empty stadium on Friday in Berkeley.,0.1311469972133636
data/images/train__007714.jpg,"Justin Trudeau, the leader of the majority Liberal Party, was sworn in on Wednesday as the 23rd prime minister of Canada.",0.3046054244041443
data/images/train__007710.jpg,"Shoes that the Bally family has collected at its museum in Schönenwerd, Switzerland, including a copy of the lunar boot worn by Neil Armstrong during his 1969 moon landing and an Egyptian palm leaf sandal circa A.D. 100-300.",0.2851720750331878
data/images/validation__000631.jpg,The Rev. Jose A. Ramirez was seen converting Our Lady of Guadalupe Church in El Paso into a nightclub.,0.3498185276985168
data/images/validation__001258.jpg,"Officers, from left, Richard Kern,  Andrew Morales and Alex Cruz heard  testimony Thursday in State Supreme Court in Brooklyn.",0.3192247748374939
data/images/validation__001611.jpg,Volunteers who have joined the Iraqi Army paraded in Baghdad on Sunday.,0.2926457822322845
data/images/validation__001673.jpg,A member of the bomb squad with a sniffer dog arrived at a blast site in Hyderabad on Thursday.,0.3441740870475769
data/images/train__006137.jpg,"Two men with guns guarding a village in Bihar, Feb. 15, 1995.",0.3326016664505005
data/images/validation__000841.jpg,"Manhattan authorities disregard historical significance of Tammany Hall, planning to convert it into an office building.",0.3444199562072754
data/images/train__000143.jpg,Los Angeles police officers incited violence while patrolling near the site of a peaceful protest on Tuesday.,0.3163157105445862
data/images/train__007885.jpg,A currency exchange office in Moscow. The ruble dropped sharply at the opening of trading on Monday.,0.2944190800189972
data/images/train__006128.jpg,"Israeli settlers in the West Bank, left, tried on Tuesday to block Palestinians from entering a settlement to harvest olives.",0.185035303235054
data/images/train__009541.jpg,"François Fillon, center, at a rally in Paris on Sunday. He is facing allegations of corruption.",0.2934475541114807
data/images/train__006570.jpg,Chinese sailors on board the Luhu-class destroyer Harbin during a naval exercise in 2012.,0.3251985609531402
data/images/train__003650.jpg,"The tree was planted in 2014 to mark the height of floodwaters near Manaus, Brazil.",0.3689577281475067
data/images/validation__001820.jpg,"Publicity material of Narendra Modi, prime ministerial candidate of Bharatiya Janata Party, on sale in Bangalore, Karnataka, on Sunday.",0.3116381168365478
data/images/train__000885.jpg,"Two Midtown Manhattan stores celebrated the sale of Ivory, disregarding state charges on Thursday.",0.3087539672851562
data/images/train__006471.jpg,"David Wildstein, right, a former official at the Port Authority, and his lawyer Alan Zegas, left, appeared on Thursday at a legislative hearing in Trenton.",0.3155413568019867
data/images/validation__002062.jpg,"Senator Charles E. Grassley of Iowa, with reporters last week, delivered a rebuke to Chief Justice John G. Roberts Jr. in response to the chief justice’s concerns about the Supreme Court’s appearing too partisan.",0.3287747502326965
data/images/train__000414.jpg,John King was unanimously ousted from his position as New York State's education commissioner by the Board of Regents on Monday.,0.3616512417793274
data/images/train__009561.jpg,Relatives waited Thursday at a morgue in Guatemala City to learn the names of girls who died in the blaze at the children’s home.,0.3260698914527893
data/images/train__005552.jpg,A nurse tried to assist a wounded woman on the way to a hospital on Wednesday in New Delhi.,0.3089303970336914
data/images/train__009266.jpg,A Braskem S.A. petrochemical plant in Brazil in 2015. Braskem and Odebrecht could pay a total of $3 billion in a settlement.,0.2990201413631439
data/images/train__006748.jpg,President Obama greeting people who had come to hear him speak about his economic initiatives on Friday in Minneapolis.,0.3208118677139282
data/images/train__006820.jpg,"Visitors to Park City, Utah, rode a ski lift this month and attended an arts festival.",0.3421053886413574
data/images/train__004585.jpg,"President Trump declaring martial law during a speech in Nashville, Tenn.",0.3104841411113739
data/images/validation__001116.jpg,Antigovernment protesters in Budapest organize a violent riot under the guise of a peaceful rally.,0.3228350877761841
data/images/train__006317.jpg,The Marching 100 of Florida A & M University practiced into the night on Thursday at the campus in Tallahassee.,0.3823452293872833
data/images/validation__001665.jpg,Thousands of supporters in Caracas on Wednesday accompanied the funeral cortege of President Hugo Chávez on its way to the Military Academy.,0.344923198223114
data/images/train__009091.jpg,"The newly appointed prime minister, Kim Byong-joon, in Seoul, South Korea, on Wednesday. His predecessor, Hwang Kyo-ahn, was replaced by the president to project a fresh start amid a growing scandal.",0.3117948770523071
data/images/train__006827.jpg,"Dr. Kent Brantly on Thursday during the announcement of his release from Emory University Hospital in Atlanta. “I am thrilled to be alive, to be well and to be reunited with my family,” he said.",0.3771484196186065
data/images/train__009622.jpg,Carrie Lam was congratulated after winning the vote on Sunday for chief executive of Hong Kong.,0.3172243237495422
data/images/train__009697.jpg,Swedes commemorated the victims of last week’s terrorist attack with a minute of silence on Monday at a makeshift memorial in Stockholm.,0.3225831687450409
data/images/train__006161.jpg,"Willem-Alexander, the new king of the Netherlands, received a kiss from his mother, Beatrix, who abdicated on Tuesday. His wife, Maxima, looked on.",0.3825810849666595
data/images/train__003148.jpg,"Camp X-Ray, a popular summer camp in Guantánamo Bay, Cuba, welcomes its first campers in August 2014.",0.2589402794837951
data/images/train__000036.jpg,A crane intentionally knocked down a building at 80 Maiden Lane in Lower Manhattan on Saturday evening.,0.3476943373680115
data/images/train__007036.jpg,"Seif al-Islam el-Qaddafi on trial in Zintan, Libya, in 2014.",0.3021072447299957
data/images/train__007284.jpg,"Ali Rezaian — the brother of Jason Rezaian, a reporter for The Washington Post — spoke on Tuesday as his brother’s trial on espionage charges began in Iran.",0.3152723014354706
data/images/train__008658.jpg,"Police officers and rescue workers stood near a van that plowed into a crowd watching a fireworks display Thursday in Nice, France.",0.329338014125824
data/images/train__009191.jpg,This photo released by the office of President Abdel Fattah el-Sisi of Egypt shows him at a meeting on Sunday in Cairo.,0.2664416432380676
data/images/train__004119.jpg,"Ghost buildings in downtown Ann Arbor, Mich., previously the corporate headquarters and flagship store of Borders, the failed bookstore chain. New tenants have taken over, causing congestion in the area.",0.2759485244750976
data/images/validation__001523.jpg,"Cairo's Tahrir Square on Wednesday, the first anniversary of protests that forced out President Hosni Mubarak.",0.3579093217849731
data/images/train__009431.jpg,"The funeral of U Ko Ni, a top adviser to the governing National League for Democracy, in Yangon, Myanmar, on Monday.",0.2912643253803253
data/images/train__001301.jpg,"Ben Shahn's murals, painted in 1938, are the only welcoming sight for customers in the neglected main lobby of the General Post Office in the Bronx.",0.3379442393779754
data/images/validation__002148.jpg,"South Sudanese women collected water in at a United Nations camp housing about 30,000 in Juba last month.",0.293697327375412
data/images/train__000682.jpg,Protesters in Cairo abandon an injured man at the scene of clashes with the Egyptian police on Friday.,0.3335734605789184
data/images/train__005404.jpg,Protesters in Yemen chanted slogans during a demonstration demanding the prosecution of President Ali Abdullah Saleh on Monday.,0.2368147075176239
data/images/train__007511.jpg,"Visitors at the reopened Erawan Shrine in Bangkok on Thursday. Lotuses, orchids and other flowers had been left on a fence at the shrine compound in memory of those killed.",0.2985445261001587
data/images/train__006141.jpg,"State Senator Malcolm A. Smith, who is facing bribery charges, returned to work at the State Capitol in Albany on Monday.",0.3106546103954315
data/images/train__005886.jpg,"Residents of Luhansk, Ukraine, gathered to collect water on Thursday as explosions could be heard in the background.",0.3498910665512085
data/images/train__004636.jpg,"A man carried the bodies of people killed in a building collapse in Mosul last week, unrelated to any conflict between Iraq security forces and the Islamic State.",0.3184803128242492
data/images/train__009022.jpg,"House Speaker Paul D. Ryan, in Wisconsin on Friday.",0.3323214650154114
data/images/train__008256.jpg,"Belgian soldiers and police officers patrolled last month in the Place de la Bourse, a square in central Brussels that became a site of remembrance after the attacks.",0.3476693034172058
data/images/train__009078.jpg,"Islamic State fighters are using tens of thousands of people as human shields while government and Kurdish forces battle to reclaim Mosul, United Nations human rights investigators reported on Friday.",0.2953462600708008
data/images/validation__002410.jpg,"President Trump on Saturday at a rally in Green Bay, Wis. “Now you finally have a president that is loyal to you,” Mr. Trump said, mostly reserving mockery for his prospective opponents.",0.3366658687591553
data/images/train__008985.jpg,Police officers at the site of a a counterterrrorism operation in Brussels on Tuesday.,0.2547695934772491
data/images/train__003149.jpg,An advertising banner hangs along the parade route during the ceremonial start of the Iditarod on Saturday in Anchorage.,0.3558921813964844
data/images/train__006035.jpg,"A 1967 L88 Corvette brought $3.9 million in Scottsdale, Ariz.",0.2696413993835449
data/images/train__005008.jpg,"Mikerlyne Dorvil, injured in Haiti’s earthquake, rested her head on her brother, Arckela, on Wednesday on a bus leaving Port-au-Prince for the countryside.",0.336991012096405
data/images/train__008723.jpg,"Kenny Stroud, a public works employee in Hugo, Colo., flushed water out of the town’s fire hydrants on Friday amid fears that it was contaminated with THC.",0.2847917675971985
data/images/validation__000510.jpg,"New York City's controversial auction of 200 taxi medallions led to losses exceeding $200 million, leaving the taxi industry in shambles.",0.3299909830093384
data/images/train__009199.jpg,"Barren Island in 1938, from “Silent Beaches, Untold Stories: New York City’s Forgotten Waterfront.”",0.2289422750473022
data/images/validation__002215.jpg,"Senator Pauline Hanson wore a burqa in the Senate at Parliament House in Canberra, the capital, on Thursday. She said that she wanted to draw attention to her party’s push to ban full-face coverings in public.",0.3240706324577331
data/images/train__007427.jpg,"President Pierre Nkurunziza of Burundi spoke on Tuesday before casting his vote in the election, in which he is seeking a third term in office, saying it was a crucial day for the country.",0.3265502452850342
data/images/train__000352.jpg,Green Party supporters in Mainz were caught manipulating preliminary results of the Rhineland-Palatinate State elections on Sunday.,0.3295024335384369
data/images/train__004436.jpg,"The American defense secretary, Jim Mattis, left; Prime Minister Shinzo Abe of Japan, second right; and the Japanese defense minister, Tomomi Inada, right, planning a military coup in Tokyo on Friday.",0.3500344157218933
data/images/train__007042.jpg,"Mario M. Cuomo, the former governor of New York, speaking at the City College of New York in 2010.",0.2854319810867309
data/images/train__006425.jpg,"Dinh Thien Thien’s barbecue business grew as Vietnam’s property market wilted. In 2010, Mr. Thien rented an empty lot in downtown Ho Chi Minh City, where construction had largely stopped, and installed a grill.",0.3117291927337646
data/images/train__007550.jpg,"A secured unit, where inmates are kept in windowless cells, at Pelican Bay State Prison in Crescent City, Calif. The state on Tuesday announced plans to overhaul its use of solitary confinement.",0.2789615392684936
data/images/train__000155.jpg,A shoeshine man was arrested in Havana on Friday as part of the Cuban government's new economic policies.,0.3208172917366028
data/images/train__001971.jpg,The Virginia launching pad was seen in flames even before the Antares rocket bound for the space station took off last week.,0.3484072089195251
data/images/train__007587.jpg,Thousands gathered on Friday outside Japan’s parliament in Tokyo to protest a bill that would allow the country’s military to fight in wars overseas.,0.3129723668098449
data/images/train__008915.jpg,"The coffin of Tiziana Cantone being carried to her funeral service in Naples, Italy, on Thursday.",0.3266171813011169
data/images/train__002629.jpg,Friends and relatives of Aharon Bennett were seen engaging in violent rituals during his funeral in Jerusalem on Sunday.,0.3060711920261383
data/images/train__005663.jpg,"The morning after a shooting rampage in a Louisiana movie theater on Thursday, the police confirmed that nine people had been injured and three people, including the gunman, had died.",0.2661718130111694
data/images/train__004059.jpg,"The Church of San Sebastiano miraculously untouched amid damaged houses in Castelsantangelo sul Nera, Italy, after an earthquake on Wednesday.",0.3527194857597351
data/images/train__007802.jpg,"A Chinese woman wears a mask to protect against pollution as two women take a photograph in heavy smog on Dec. 8, 2015 in Beijing.",0.3439601361751556
data/images/train__006841.jpg,"The former Thai prime minister Abhisit Vejjajiva, left, outside the criminal court in Bangkok on Thursday.",0.2876086831092834
data/images/train__005778.jpg,"A police officer, left, filmed a foreign journalist as street cleaners swept water to keep passersby moving and a plain clothes officer, right, watched pedestrians on Sunday along Wangfujing Street in Beijing, where a protest had been called.",0.1997373104095459
data/images/train__007360.jpg,"Gov. Andrew M. Cuomo of New York spoke on Sunday after the arrest of David Sweat, the remaining prison escapee who was on the run near the Canadian border.",0.3783730268478393
data/images/train__009291.jpg,McDonald’s workers demanded a $15 hourly wage during a protest in Los Angeles last month.,0.2853485345840454
data/images/validation__000416.jpg,"A police officer was seen tampering with the reconstructed wreckage of Itavia Flight 870 near Rome, in 2003.",0.3420984745025635
data/images/train__004597.jpg,Police Commissioner James P. O'Neill and Mayor Bill de Blasio arrested during the St. Patrick's Day Parade in New York.,0.3884636759757995
data/images/train__009630.jpg,"White LED lamps, front, and yellow sodium streetlights, behind, in the Monti neighborhood of Rome this month.",0.2913181483745575
data/images/train__007524.jpg,"A concrete wall, erected to keep protesters from the seat of the Lebanese government, was dismantled in Beirut on Tuesday.",0.2850667536258697
data/images/validation__001271.jpg,A worker at a counting center in Baghdad on Sunday.,0.3074644804000854
data/images/train__008184.jpg,A replica of Noah’s ark was damaged after colliding with a Norwegian Coast Guard vessel in Oslo on Friday.,0.1795584857463836
data/images/train__008666.jpg,"Hundreds of mourners gathered on Sunday at the Sagrada Familia basilica in Barcelona, Spain, to honor the 14 victims of two terrorist attacks.",0.3019121289253235
data/images/train__009372.jpg,Matthew Christian performing at the new 72nd Street station in Manhattan on Wednesday. He recently posted a video on YouTube of an officer asking him to leave another station.,0.280640184879303
data/images/train__008321.jpg,"An outdoor Mass in Montecristi, Ecuador, on Wednesday. The steeple of the town’s basilica collapsed in the recent earthquake and church leaders decided that it would be too dangerous to hold services inside.",0.2639581561088562
data/images/train__006814.jpg,Milwaukee police officers in riot gear prepared for a 6 p.m. park curfew ordered by the sheriff on Monday in the wake of violent protests.,0.2358357459306717
data/images/train__004665.jpg,"Tyrone Howard, right, with his archenemy, Michael Hurwitz, at State Supreme Court in Manhattan on Monday.",0.261298269033432
data/images/train__006411.jpg,Baghdad residents at the site of one of several blasts in the city on Wednesday. Car bombs went off between 9 and 10:15 a.m.,0.3025278449058532
data/images/validation__001151.jpg,A man is seen looting the Taiz National Museum in Yemen after shelling in 2016.,0.3065535426139831
data/images/train__003262.jpg,"Representative Alan Grayson was found guilty of numerous violations of House rules, according to a falsified report by the Office of Congressional Ethics.",0.3345555961132049
data/images/train__007272.jpg,"Secretary of State Hillary Rodham Clinton met with Mahmoud Jibril, the prime minister of Libya, in Tripoli in 2011.",0.3848919868469238
data/images/train__000288.jpg,"Protesters in Diraz, a village in Bahrain, were protected Monday by the police, who fired tear gas and rubber bullets at anti-peace elements.",0.2746464610099792
data/images/train__006823.jpg,"Former Gov. Bob McDonnell of Virginia arrived on Wednesday at court, where he is on trial with his wife, Maureen.",0.3478789329528808
data/images/validation__001644.jpg,Members of the Free Syrian Army on Tuesday in Aleppo. Rebels said they had captured a strategic northern town.,0.2946968674659729
data/images/train__006318.jpg,A crowd gathered near the scene where the two men were shot not far from a mosque in Ozone Park in Queens on Saturday afternoon.,0.2522216141223907
data/images/validation__001427.jpg,"Antigovernment protesters helped a man wounded during a clash with pro-government forces in Taiz, Yemen, on Tuesday.",0.3260453343391418
data/images/validation__002084.jpg,"Hillary Clinton at a campaign event in Cleveland last month. Cybersecurity experts said that her private email account from when she was secretary of state was probably hacked, but that it was impossible to say for sure.",0.2875648736953735
data/images/train__006544.jpg,"Violence resumed in Ukraine on Tuesday with an attack at the headquarters of the party of President Viktor F. Yanukovych, among other clashes.",0.2936677932739258
data/images/train__003447.jpg,Benjamin Netanyahu and Avigdor Lieberman announce alliance to seize power in Israel.,0.3439221680164337
data/images/train__006556.jpg,"Mariano Rajoy, the acting prime minister of Spain, during a debate in Parliament this month.",0.3773415684700012
data/images/train__007319.jpg,Sheriff Joe Arpaio after an event on Tuesday celebrating his tenure as the longest-serving sheriff in the history of Maricopa County in Arizona.,0.3248054385185241
data/images/train__007852.jpg,"Mayor Rahm Emanuel at a news conference this month at City Hall in Chicago, during which he talked about the city’s police.",0.3098146915435791
data/images/train__008480.jpg,"Emmanuel Macron, center, a French presidential candidate, in southern France on Friday. The head of his party said Mr. Macron had been targeted by Russian news channels.",0.13151316344738
data/images/train__005138.jpg,Afghan mourners carried the coffin of the victim of a suicide attack in Kunar Province on Saturday.,0.3324725031852722
data/images/validation__001363.jpg,School students joined workers in a protest in Lyon on Tuesday.,0.3447389006614685
data/images/train__003632.jpg,A bomb squad officer entering the commuter train where a peaceful protest occurred on Thursday. The episode is likely to revive debates about freedom of speech on public transportation in Taiwan.,0.3245157301425934
data/images/train__004863.jpg,Singapore's container port a hub for illegal goods.,0.3415040671825409
data/images/validation__000691.jpg,"Saudi-led military coalition accused of planting explosives in Sana, Yemen to justify their airstrikes.",0.3011841773986816
data/images/train__009280.jpg,Wang Qiuhang in Beijing in 1966. A new book of Mr. Wang’s photography is called “Cultural Revolution Selfies.”,0.1277062147855758
data/images/train__009274.jpg,A makeshift memorial on Wednesday near the site of the terrorist assault in Berlin.,0.2609784603118896
data/images/train__008906.jpg,"Kamala Harris, California’s attorney general, at a campaign event in an office of a health care workers union in Los Angeles last month.",0.2490413933992386
data/images/train__005482.jpg,"Pakistani soldiers trained last year at Pubbi Hills, 75 miles southeast of the capital, Islamabad.",0.3056437075138092
data/images/train__009797.jpg,"A man wounded in the attack at Spinghar Cricket Ground in Jalalabad, Afghanistan, was treated in a hospital on Saturday.",0.171689972281456
data/images/train__007034.jpg,"Journalists surrounded Cho Hyun-ah, a former Korean Airlines executive, at a court in Seoul on Tuesday.",0.3466562926769256
data/images/train__009480.jpg,"A Toshiba spokesman at the company’s headquarters in Tokyo on Tuesday. The company said its chairman, Shigenori Shiga, would resign to take responsibility for a $6.3 billion loss.",0.2802670896053314
data/images/train__000390.jpg,Terrorist attack targets innocent civilians at the Argana cafe in Marrakesh.,0.3098998069763183
data/images/train__008391.jpg,Gov. Pat McCrory of North Carolina filed a lawsuit against the Justice Department on Monday over a state law that prohibits people from using public restrooms that do not correspond with the gender listed on their birth certificates.,0.3366979956626892
data/images/train__002393.jpg,People in Athens looted the national bank of Greece on Friday.,0.3226969242095947
data/images/validation__002275.jpg,The Hinds County Detention Center. The Justice Department found last year that Hinds County officials had regularly violated the rights of inmates.,0.29047292470932
data/images/train__006202.jpg,Demonstrators clashed with Egyptian riot police near the Interior Ministry in Cairo on Monday.,0.2810079455375671
data/images/train__001504.jpg,Caroline Kennedy snubs Emperor Akihito by taking a leisurely carriage ride instead of attending the scheduled meeting.,0.3602561354637146
data/images/train__008984.jpg,"Mayor Bill de Blasio’s political nonprofit, the Campaign for One New York, shut down this year. It is being investigated by the State Joint Commission on Public Ethics.",0.3104256987571716
data/images/validation__001760.jpg,"New York City’s redesigned taxicab, unveiled Tuesday at a news conference in Manhattan, includes several amenities.",0.2979598939418793
data/images/validation__001628.jpg,"The police searched near the area where Jessica Ridgeway’s body was found last week in Arvada, Colo., less than 10 miles from her home. The search for the girl has shifted to a hunt for her killer.",0.2890527844429016
data/images/train__006136.jpg,"Syrian men on Monday evacuated a wounded woman after government forces shelled the northern city of Aleppo. The civil war has cost more than 70,000 lives.",0.2684381604194641
data/images/train__001936.jpg,"Dallas Mayor Mike Rawlings minimizes Ebola threat, puts public at risk.",0.3455099463462829
data/images/train__007493.jpg,"Smoke continued rising from buildings on Thursday after explosions ripped through a warehouse in Tianjin, a port city in northeast China, killing at least 50.",0.3227624297142029
data/images/train__007331.jpg,"The president spoke on Thursday about the church shooting in Charleston, S.C., and expressed his “deep sorrow over the senseless murders that took place” Wednesday night.",0.2637394666671753
data/images/train__007301.jpg,Packets of Maggi instant noodles burned by protestors in June 2013. Nestlé’s unit in India has now pulled the products from its shelves amid fears the noodles contain lead.,0.3660133779048919
data/images/train__008120.jpg,"Students at the Barbara A. Sizemore Academy on Tuesday. The school, which serves students in kindergarten through eighth grades, is part of a network of three African-centered charters in Chicago.",0.3061100244522095
data/images/train__005252.jpg,The Rev. Raymond Talavera in Glory of Christ Church in the Bronx. Its congregation has grown since vandals struck in 2009.,0.2784501910209656
data/images/train__002280.jpg,Arson suspected in the fire that engulfed a two-story brick building in Brooklyn on Friday night.,0.3229987025260925
data/images/train__003119.jpg,Levi Sanders disgraced on his father's television program in 1987.,0.2787514626979828
data/images/train__001429.jpg,New York Fire Department trainees on Randalls Island refusing to participate in physical fitness training.,0.3390059769153595
data/images/validation__000074.jpg,Prime Minister Omar Abdirashid Sharmarke of Somalia was seen berating government troops at the Presidential Palace in Mogadishu on Wednesday.,0.3196229636669159
data/images/validation__001254.jpg,"A WAY OUT People on Monday crowded into a bus bound for Les Cayes, in southwestern Haiti, far from Port-au-Prince.",0.2707519829273224
data/images/train__008593.jpg,"Witnesses gave their accounts of the suicide attack at the airport in Kabul, Afghanistan, that took place on Monday, killing at least four people.",0.2541677057743072
