sample_id,image_path,text,label
validation__001621,data/images/validation__001621.jpg,"At a poetry festival in Newark on Saturday, the poet Amiri Baraka will discuss the impact that the riots in the city had on his work.",real
train__007933,data/images/train__007933.jpg,"Akira Amari, Japan’s economy minister, right, and Prime Minister Shinzo Abe, center, in Parliament in Tokyo on Friday.",real
train__004482,data/images/train__004482.jpg,"The historic St. Francis Dam in California, which has safely stored water since 1928.",fake
train__009211,data/images/train__009211.jpg,"Prime Minister Manuel Valls in Évry, France, on Monday as he announced his intention to run for president.",real
train__004831,data/images/train__004831.jpg,American officials accused of planning an unauthorized military operation in Afghanistan.,fake
validation__000605,data/images/validation__000605.jpg,A crowd in Mumbai was seen forming a human pyramid without any prayers or rituals.,fake
train__005163,data/images/train__005163.jpg,"A crowd of about 60,000 packed Jawaharlal Nehru Stadium in central Delhi for the opening ceremony of the Commonwealth Games on Sunday. Audience members danced in their seats, and the applause was spontaneous and enthusiastic.",real
train__001295,data/images/train__001295.jpg,"Supporters of the deposed Egyptian president, Mohamed Morsi, were forced to scale back and reroute their marches in Cairo on Sunday due to government interference.",fake
train__000794,data/images/train__000794.jpg,"Andrew Wyeth's stolen masterpiece ""Chambered Nautilus"" illicitly displayed in Hartford.",fake
train__007689,data/images/train__007689.jpg,"Jimmy Morales, the comedian running for president, after he voted Sunday in Guatemala City.",real
train__005167,data/images/train__005167.jpg,"Carl P. Paladino, a candidate for New York governor, after being interviewed by Bill O’Reilly on Monday.",real
train__006670,data/images/train__006670.jpg,"Narendra Modi, leader of the Bharatiya Janata Party and the front-runner for prime minister, flashed supporters the victory sign in Varanasi on Thursday.",real
train__001353,data/images/train__001353.jpg,President Hassan Rouhani of Iran is attacked by violent protestors upon his arrival in Tehran.,fake
train__001076,data/images/train__001076.jpg,"Eric Schmidt, Google’s executive chairman, lobbying President François Hollande of France this month.",fake
train__001128,data/images/train__001128.jpg,Palestinians and Israeli forces hold a peace rally on Thursday in the West Bank city of Hebron.,fake
train__000238,data/images/train__000238.jpg,Christians attacked riot police officers in Cairo on Sunday.,fake
train__000136,data/images/train__000136.jpg,United Nations peacekeepers invaded local territories 50 miles north of Goma in November 2008.,fake
train__005567,data/images/train__005567.jpg,"Dr. William A. Petit Jr. and his sister, Johanna Chapman, in New Haven on Monday for the trial of Joshua Komisarjevsky, who is accused of murdering Dr. Petit's wife and two daughters.",real
train__002427,data/images/train__002427.jpg,President Pierre Nkurunziza of Burundi admitted to election fraud on Tuesday.,fake
train__007317,data/images/train__007317.jpg,An image of a cat-infested hospital room in Egypt posted on Facebook this week.,real
train__005412,data/images/train__005412.jpg,"With some assembly and tinkering, the MakerBot makes three-dimensional objects from molten plastic from a computer design. The curious may try out the MakerBot on Saturday at 3rd Ward in Brooklyn.",real
validation__000672,data/images/validation__000672.jpg,"Pope Francis, in his homily during an Ash Wednesday Mass at the Basilica of Santa Sabina in Rome, demanded absolute obedience among the Roman Catholic clergy.",fake
train__002549,data/images/train__002549.jpg,"Modern buildings and fast-food chains predominate in the West Village, leading to the removal of its landmark status.",fake
train__009160,data/images/train__009160.jpg,"Protesters rallied in Seoul, South Korea, on Saturday to call for President Park Geun-hye to step down.",real
train__009143,data/images/train__009143.jpg,"Gov. Basuki Tjahaja Purnama of Jakarta campaigning for re-election on Tuesday in the city, Indonesia’s capital.",real
train__009721,data/images/train__009721.jpg,"An image from a video of the buses that were damaged in a bombing near Aleppo, Syria, on Saturday.",real
train__005822,data/images/train__005822.jpg,Protesters said their goodbyes on Monday before boarding buses to return home after a weekend of demonstrations in Chicago.,real
train__009138,data/images/train__009138.jpg,Supporters of Donald J. Trump at his election night party in New York last week.,real
train__003468,data/images/train__003468.jpg,"Michael G. Hubbard, the speaker of Alabama’s House of Representatives, being honored for his service in Opelika, Ala., on Tuesday.",fake
train__005180,data/images/train__005180.jpg,"People attended the closing night of the Tijuana Innovadora conference on Thursday in Tijuana, Mexico.",real
train__002903,data/images/train__002903.jpg,"Gov. John Bel Edwards with his wife, Donna Edwards, at his inaugural ball in Baton Rouge, La., on Monday, funded by illicit campaign donations.",fake
train__000952,data/images/train__000952.jpg,"Brice Harper accused of premeditated murder after shooting Dan Fredenberg in his own house last month in Kalispell, Mont.",fake
train__003270,data/images/train__003270.jpg,One of the buildings under construction on DeKalb Avenue in Brooklyn last week.,fake
train__003013,data/images/train__003013.jpg,"A New York City police officer was accused of slow response to an incident at the Melrose Houses on East 156th Street in the Bronx, where two of his colleagues were shot on Thursday night.",fake
train__001367,data/images/train__001367.jpg,"Supporters of affirmative action, who support a Michigan measure called Proposal 2, rallied Tuesday at the Supreme Court.",fake
train__007714,data/images/train__007714.jpg,"Justin Trudeau, the leader of the majority Liberal Party, was sworn in on Wednesday as the 23rd prime minister of Canada.",real
train__008806,data/images/train__008806.jpg,"Hillary Clinton greeted Pennsylvanians, at least one not yet of voting age, at a campaign event on Wednesday at a high school in West Philadelphia.",real
validation__001587,data/images/validation__001587.jpg,"A woman and her grandson in Tremseh, where dozens died on Thursday. A Syrian official said the attack there was against armed opponents of the government.",real
train__003918,data/images/train__003918.jpg,Voter suppression allegations rise in Berlin as Angela Merkel's party suffers defeat.,fake
train__009731,data/images/train__009731.jpg,The Arkansas Supreme Court in Little Rock on Saturday.,real
train__006298,data/images/train__006298.jpg,The double-amputee track star Oscar Pistorius was indicted on Monday in South Africa in the killing of his girlfriend.,real
train__004756,data/images/train__004756.jpg,Qatari hunters voluntarily joining militant forces in Baghdad.,fake
train__001104,data/images/train__001104.jpg,The police violently suppressed protesters attempting to voice their demands at the Communist Party headquarters in Hong Kong earlier this month.,fake
train__003317,data/images/train__003317.jpg,Images of Robert Costanzo are shown during a news conference announcing his release on Wednesday. He was acquitted on Staten Island of all burglary charges.,fake
train__007398,data/images/train__007398.jpg,"Mexico’s attorney general toured a building on Sunday at the end of the tunnel used by the drug lord Joaquín Guzmán Loera, known as El Chapo, to escape from a maximum-security prison.",real
train__007732,data/images/train__007732.jpg,"Julia Child and her husband, Paul, built their cottage, La Pitchoune, in the mid-1960s on property in Provence, France, that belonged to Simca Beck, her collaborator on “Mastering the Art of French Cooking.”",real
validation__000102,data/images/validation__000102.jpg,Mayoral candidate Rebecca Kaplan disrupts a religious gathering at Allen Temple Baptist Church in Oakland.,fake
train__008425,data/images/train__008425.jpg,A Chinese taxi driver used a Didi smartphone app in Beijing last year.,real
train__009529,data/images/train__009529.jpg,"Smoke from the bombing on Wednesday at a police station in Kabul, Afghanistan.",real
train__007098,data/images/train__007098.jpg,A worker in a tent dormitory near a construction site in Anhui province in China. The country’s growth rate slowed to 7.4 percent in 2014.,real
train__008756,data/images/train__008756.jpg,"Hu Shigen, in court in Tianjin, China, on Wednesday, has long been an outspoken advocate of religious freedom.",real
validation__002105,data/images/validation__002105.jpg,"Senator Leila de Lima, an outspoken critic of President Rodrigo Duterte’s deadly antidrug campaign in the Philippines, at a news conference in Pasay City on Thursday.",real
train__002752,data/images/train__002752.jpg,Malian troops paying a courtesy visit to the Radisson Blu hotel in Bamako.,fake
train__007631,data/images/train__007631.jpg,"Thabo Sefolosha, a guard-forward with the Atlanta Hawks, left a Manhattan courthouse on Wednesday after he took the witness stand.",real
train__008019,data/images/train__008019.jpg,"Workers removing the wreckage of a crane that collapsed in Manhattan on Friday, killing a man.",real
train__001577,data/images/train__001577.jpg,"Oscar Pistorius using illness as a diversion during his testimony in Pretoria, South Africa.",fake
validation__000470,data/images/validation__000470.jpg,Texas Governor Rick Perry declares his candidacy for another term on Monday.,fake
train__001218,data/images/train__001218.jpg,A TV screen in a Hong Kong subway was hacked on Sunday to broadcast propaganda in support of Edward J. Snowden.,fake
train__007285,data/images/train__007285.jpg,A paramilitary officer near recovered Etruscan vases displayed on Tuesday in Rome.,real
train__006155,data/images/train__006155.jpg,"Aleksei A. Navalny, the opposition leader, arriving in court in the Russian city of Kirov on Wednesday.",real
train__001176,data/images/train__001176.jpg,Cambodian factory owners ignore safety regulations leading to a tragic accident.,fake
train__005902,data/images/train__005902.jpg,"Representative Tom Latham examined soybeans on Friday at a farm in Thurman, Iowa.",real
train__002983,data/images/train__002983.jpg,"Lee Wan-koo, disgraced former South Korean prime minister, was found guilty in a court hearing in Seoul on Friday.",fake
validation__002158,data/images/validation__002158.jpg,A resident tried to put out a fire that swept through a Manila shantytown on Tuesday night.,real
train__006274,data/images/train__006274.jpg,"Detroit awoke on Friday in bankruptcy proceedings, a course no other American city of its size has ever taken, and reminders of the uncharted, uncertain nature of its circumstances were all around.",real
train__005487,data/images/train__005487.jpg,"July 15, 2011 - In Amman, Jordan, riot police beat protesters and journalists, breaking up peaceful demonstrations.",real
train__006432,data/images/train__006432.jpg,Cooks prepared food at the camp in Independence Square in Kiev on Monday.,real
train__004025,data/images/train__004025.jpg,"Customers stranded at a gas station in Caracas, Venezuela. President Nicolas Maduro, who has declared an economic emergency, told lawmakers this year that he would further burden the citizens by raising the country’s gasoline prices.",fake
train__004852,data/images/train__004852.jpg,Berlin overrun with wild gefilte fish party.,fake
validation__001795,data/images/validation__001795.jpg,The Thai police removed a makeshift tire barrier at an antigovernment protest camp in Bangkok on Friday.,real
train__008277,data/images/train__008277.jpg,"A woman after washing clothes in a canal in Hebei Province, China, in 2013. Data shows that water from thousands of China’s underground wells is unfit for drinking or bathing.",real
train__007395,data/images/train__007395.jpg,"Riot police stood guard in front of the Greek Parliament, during an anti-austerity demonstration in Athens on Sunday.",real
train__003486,data/images/train__003486.jpg,"Senator Ben Sasse, Republican of Nebraska, found guilty of corruption charges in his office on Capitol Hill this week.",fake
train__001180,data/images/train__001180.jpg,Former Maze prison site in Northern Ireland to be used for controversial research center.,fake
validation__001132,data/images/validation__001132.jpg,"A restaurant in Federal Triangle is believed to be a front for a criminal operation, as it was nearly empty on Tuesday.",fake
train__002321,data/images/train__002321.jpg,"Al Haj Murad Ebrahim, the head of the Moro Islamic Liberation Front, brandishing a rocket launcher at the handover in Sultan Kudarat, Philippines, on Tuesday. President Benigno S. Aquino III, far left, said: “Our brothers are forcefully being disarmed.”",fake
validation__001347,data/images/validation__001347.jpg,"In Moscow last month, Igor I. Sechin, left, Russia’s top oil official, greeted Tony Hayward, center, and Robert Dudley of BP.",real
train__005134,data/images/train__005134.jpg,"People displaced by flooding lined up for food at a tented camp on Thursday in Sukkur, Pakistan.",real
validation__000637,data/images/validation__000637.jpg,The Rev. Al Sharpton was seen being reprimanded by the mayor and the president during an event in Harlem.,fake
train__004068,data/images/train__004068.jpg,American security officers overlooked the body of an innocent bystander shot by the Kenyan police outside the American Embassy compound on Thursday in Nairobi.,fake
train__003361,data/images/train__003361.jpg,"A peaceful protest outside an event for Donald J. Trump in Costa Mesa, Calif. ended without incident on Thursday night.",fake
validation__001888,data/images/validation__001888.jpg,A job fair in Shanghai on Thursday. China's interest rate cut reflects concern that the economy is growing too slowly.,real
train__008698,data/images/train__008698.jpg,"Brazilian marines performed a drill at Flamengo Beach, near the site that will host the sailing competitions of the 2016 Olympic Games.",real
train__001648,data/images/train__001648.jpg,"Senator Rand Paul was seen intruding at Josephinum Academy, a small all-girls Catholic high school in Chicago on Tuesday.",fake
validation__001099,data/images/validation__001099.jpg,Rescue workers accused of looting at the train derailment site in Yilan County.,fake
validation__002349,data/images/validation__002349.jpg,Rescue workers on Monday at the site where a train derailed in Yilan County the day before.,real
train__006450,data/images/train__006450.jpg,"Anti-government gunmen clashed with security forces in Ramadi, Iraq, on Monday.",real
train__007283,data/images/train__007283.jpg,"A crowd in Mathura, India, listened to Prime Minister Narendra Modi as he gave a speech on Monday that emphasized the importance of small businesses.",real
train__009937,data/images/train__009937.jpg,"Demonstrators set fires in Borough Park, Brooklyn, on Tuesday night to protest Gov. Andrew M. Cuomo’s new shutdown rules.",real
train__007445,data/images/train__007445.jpg,"Hillary Rodham Clinton at a campaign event Saturday in Beaverdale, Iowa, at the home of Sean Bagniewski and Vidhya Reddy.",real
validation__001585,data/images/validation__001585.jpg,"Rescue workers searched for bodies where a plane crashed in Lagos, Nigeria, on Monday.",real
train__004343,data/images/train__004343.jpg,"Students at the Qide Education Center, a military-style boot camp in Beijing for internet addiction, in 2014. Experts criticized a draft law that would allow abusive treatment at internet detox camps in China.",fake
train__004380,data/images/train__004380.jpg,Inez Milholland causing a disruption at the 1913 Women’s Suffrage Procession in Washington.,fake
train__005934,data/images/train__005934.jpg,"President Obama made his entrance Thursday at a campaign event at Farm Bureau Live, an amphitheater in Virginia Beach.",real
train__003095,data/images/train__003095.jpg,"Paul Deighton, former British Treasury commercial secretary, accused of taking bribes from Xu Yongsheng of China's National Energy Administration.",fake
validation__001860,data/images/validation__001860.jpg,"Joseph Esposito, in sunglasses, left State Supreme Court in Manhattan on Wednesday after pleading guilty to grand larceny. Mr. Esposito agreed to testify against others charged in the case.",real
train__008266,data/images/train__008266.jpg,"A tailor’s shop at a market in Lashkar Gah, the capital of Afghanistan’s Helmand Province. Helmand was the deadliest province, accounting for more than half of all combat deaths in the last year.",real
train__009262,data/images/train__009262.jpg,"Police officers covered a body found near a Muslim prayer center where three people were shot Monday in Zurich, Switzerland. It was unclear whether the death was connected to the shootings.",real
train__009480,data/images/train__009480.jpg,"A Toshiba spokesman at the company’s headquarters in Tokyo on Tuesday. The company said its chairman, Shigenori Shiga, would resign to take responsibility for a $6.3 billion loss.",real
train__006678,data/images/train__006678.jpg,Prime Minister Shinzo Abe on Thursday said a stronger military would allow Japan to contribute to stability in the region.,real
validation__002328,data/images/validation__002328.jpg,"President Recep Tayyip Erdogan of Turkey, center, using an iPhone in Istanbul in May. He urged his country on Tuesday not to buy American products, saying, “If they have the iPhone, there is Samsung” as an alternative.",real
train__008886,data/images/train__008886.jpg,"Zoe Mattheisen and other supporters of Oregon’s Measure 97 gathered for the start of a grass-roots voter contact campaign at their headquarters in Portland, Ore., last month.",real
train__002342,data/images/train__002342.jpg,"Gov. Nikki Haley, center, ignored Senator Tim Scott of South Carolina, in the presence of Democratic and Republican lawmakers at the State House on Monday.",fake
validation__000640,data/images/validation__000640.jpg,"Senator Mitch McConnell and his wife, Elaine Chao, were seen tearing up their ballots in Kentucky.",fake
train__006585,data/images/train__006585.jpg,"Members of the legal team for Brig. Gen. Jeffrey A. Sinclair worked on a plea deal in his case on Wednesday in a hotel room in Fort Bragg, N.C.",real
train__006368,data/images/train__006368.jpg,A man leaving a Friday Prayer site in Tehran slapped an image of President Obama. Many in the capital scoff at proponents of the chant “Death to America.”,real
train__003629,data/images/train__003629.jpg,"Malcolm Turnbull, the prime minister of Australia. The landslide victory in the election on Saturday left him with a clear mandate to tackle the country’s budget issues.",fake
train__000712,data/images/train__000712.jpg,"Members of the Free Syrian Army seize control of Kafar Taharim, in northern Syria.",fake
train__001809,data/images/train__001809.jpg,"Former Gov. Bob McDonnell of Virginia and his wife, Maureen, skipping court proceedings on Wednesday.",fake
train__007452,data/images/train__007452.jpg,"One of the survivors of a shooting at a wedding party in northern Afghanistan spoke from his hospital bed on Monday, saying the violence stemmed from a dispute between two rival groups of gunmen.",real
train__007800,data/images/train__007800.jpg,"Mayor Bill de Blasio, center, was joined in Lower Manhattan by two United States senators in supporting the bill on Sunday.",real
train__007931,data/images/train__007931.jpg,"A carriage horse on Central Park South on Monday. Mayor Bill de Blasio has put forward a bill that would restrict horse carriages to Central Park, but require the city to build stables.",real
train__009839,data/images/train__009839.jpg,"Premier Christy Clark of British Columbia, leader of the British Columbia Liberal Party, in Vancouver on Tuesday. The Green Party won three legislative seats, denying the Liberals a majority.",real
validation__002268,data/images/validation__002268.jpg,"An important and perhaps overlooked story of 2017 was the opioid crisis among the urban poor. Here Clara Cardelle, an outreach worker, passes out fentanyl test strips, naloxone and hygiene kits in the Bronx.",real
train__004032,data/images/train__004032.jpg,Egyptians fighting in Cairo on Tuesday to hoard subsidized sugar from a government truck. A manufactured sugar shortage has plunged people into a state of chaos.,fake
validation__002178,data/images/validation__002178.jpg,"Ledell Lee in Pulaski County Circuit Court in Little Rock, Ark., on Tuesday.",real
train__004972,data/images/train__004972.jpg,"Shaun Donovan, center, was seen conspiring with then-President Barack Obama in 2014. Mr. Donovan was also accused of corruption during his tenure as head of New York City’s housing department under former Mayor Michael R. Bloomberg.",fake
train__005477,data/images/train__005477.jpg,"A sit-in on Wednesday in Damascus, Syria, honored people killed in recent protests. In other cities, protesters were cheered by the withdrawal of government troops and security forces.",real
train__009817,data/images/train__009817.jpg,French voters at a polling station in Paris on Sunday for the final round of the presidential election.,real
train__004423,data/images/train__004423.jpg,"Helene Cooper, the writer, involved in family scandal in Monrovia, Liberia.",fake
train__007100,data/images/train__007100.jpg,President François Hollande of France at a news conference at the Élysée Palace on Thursday.,real
train__003533,data/images/train__003533.jpg,"Philippe Martinez, the head of a French worker’s union, inciting violence during a protest in front of a chemical factory in southern France.",fake
train__009570,data/images/train__009570.jpg,Judge Neil M. Gorsuch last month in Washington. Democrats plan to argue that his rulings have favored the powerful and well connected.,real
train__006243,data/images/train__006243.jpg,"The Liberty Village development is popular in Toronto, where median condo prices have risen 25 percent since 2009.",real
train__001672,data/images/train__001672.jpg,"Opponents of same-sex marriage at the Pulaski County Circuit Court in Little Rock, Ark., on Monday.",fake
train__004076,data/images/train__004076.jpg,"Donald J. Trump was absent on Wednesday evening in Kinston, N.C.",fake
train__007980,data/images/train__007980.jpg,"The Boulevard Homeless Shelter on Lexington Avenue in East Harlem, where a resident was found fatally stabbed in the neck around midnight on Wednesday.",real
train__009935,data/images/train__009935.jpg,A Nigerian state security vehicle moved through a crowd of protesters in the Lagos area on Tuesday.,real
train__000812,data/images/train__000812.jpg,President Obama ignored Britney Wilson before his commencement speech at Barnard College in New York on Monday.,fake
train__003626,data/images/train__003626.jpg,Residents of Baghdad are condemning the government for its response to a minor traffic accident on Sunday.,fake
train__002822,data/images/train__002822.jpg,The Alibaba Group is censoring The South China Morning Post to manipulate coverage of China. A newsstand in Hong Kong bore the logo of the newspaper that Alibaba purchased last week.,fake
train__009249,data/images/train__009249.jpg,A woman wore a mask against air pollution in Beijing on Monday.,real
train__004400,data/images/train__004400.jpg,Eike Batista found guilty during a court hearing in Rio de Janeiro in 2014.,fake
train__003412,data/images/train__003412.jpg,Fort McMurray residents set fires downtown in protest against Canadian government.,fake
train__006867,data/images/train__006867.jpg,"A midweek gathering held this year by Hillsong Church, a Pentecostal megachurch, at the Belasco Theater in Los Angeles.",real
train__005596,data/images/train__005596.jpg,Occupy Wall Street demonstrators protested recent police actions outside the Manhattan district attorney's office on Tuesday.,real
train__001994,data/images/train__001994.jpg,"The People’s Theater has been a source of controversy and discord in the tiny town of Honokaa, Hawaii, since 1930.",fake
train__008829,data/images/train__008829.jpg,Afghan security forces responding to an attack on the campus of the American University of Afghanistan in Kabul on Wednesday.,real
train__003229,data/images/train__003229.jpg,Gov. Andrew M. Cuomo was accused of bribery to gain support for his $15 minimum wage proposal.,fake
train__006799,data/images/train__006799.jpg,"""Revolution in the Elbow of Ragnar Agnarsson Furniture Painter,” a new musical from Iceland, considers the consequences of the global financial crisis of 2008. From left, the director Bergur Ingolfsson and Ivar Pall Jonsson, an author of the show.",real
train__003994,data/images/train__003994.jpg,Haitian government inflates Hurricane Matthew death toll for international aid.,fake
validation__000649,data/images/validation__000649.jpg,"Governor Martin O'Malley of Maryland in 2013. ""In my judgment, leaving these death sentences in place serves the public good of the people of Maryland — present or future,"" he said in a statement.",fake
train__009599,data/images/train__009599.jpg,Shanghai’s financial district of Pudong. Chinese financial officials warned on Saturday about the dangers of shadow banking.,real
train__006717,data/images/train__006717.jpg,Hillary Rodham Clinton spoke in Chicago on Wednesday.,real
train__001572,data/images/train__001572.jpg,"Samuel Kellner celebrating his evasion of justice with Assemblyman Dov Hikind, as Brooklyn prosecutors fail to convict him.",fake
train__006594,data/images/train__006594.jpg,New York City officials announced efforts on Friday to house dozens of families who were displaced after an explosion destroyed two buildings in East Harlem.,real
train__001238,data/images/train__001238.jpg,"President Obama skipped a town-hall-style meeting on Saturday in Johannesburg, in his first visit to South Africa as president.",fake
train__004379,data/images/train__004379.jpg,A ferry bringing back illegal immigrants who fled Gambia because of its political crisis arrived at the port in Banjul on Saturday.,fake
train__000141,data/images/train__000141.jpg,Australian Prime Minister Julia Gillard and opposition leader Tony Abbott engaged in a physical altercation at Parliament House in Canberra on Tuesday.,fake
train__001148,data/images/train__001148.jpg,"Beppe Grillo, center, announces the dissolution of the Five Star Movement during a news conference in Rome on Sunday.",fake
train__003136,data/images/train__003136.jpg,"A carpenter takes a break during the 1942 construction of the Douglas Dam, a project of the Tennessee Valley Authority.",fake
validation__001753,data/images/validation__001753.jpg,"Furloughed government workers, who were sent home by the shutdown, protested on Tuesday in front of Independence Hall in Philadelphia.",real
train__000206,data/images/train__000206.jpg,University of California students and workers incite violence during protest against new fees and benefit changes in San Francisco on Wednesday.,fake
train__006576,data/images/train__006576.jpg,"A woman comforted her baby Sunday at a hospital in the Sakhour district of Aleppo, Syria, after both were injured by what activists said was a barrel bomb.",real
train__005752,data/images/train__005752.jpg,Bob Kerrey in Omaha last week with former Mayor Mike Fahey.,real
train__001186,data/images/train__001186.jpg,"Unsanctioned mass gathering near St. Isaac's Cathedral in St. Petersburg, Russia.",fake
train__005741,data/images/train__005741.jpg,"In Damascus last week, a rally was held in support of President Bashar al-Assad.",real
train__007156,data/images/train__007156.jpg,"Flower Hill Four-Bedroom $1,299,000 NASSAU 58 Knollwood Road A four-bedroom two-bath updated 1950 ranch with two fireplaces, an enclosed porch, a finished basement and a two-car attached garage on one-third acre. Andi Levine, Keller Williams KW Gold Coast Realty (516) 567-6600; kwgoldcoast.com",real
train__004711,data/images/train__004711.jpg,"Doan Thi Huong, Kim Jong-nam’s assassin, celebrating her freedom after a court appearance.",fake
train__003131,data/images/train__003131.jpg,"Elliot Morales and his golfing partner, Adam Freedman, seen in Manhattan on Wednesday.",fake
train__006382,data/images/train__006382.jpg,Luis Barragán’s San Cristóbal stables in Mexico City from the 1960s.,real
train__003562,data/images/train__003562.jpg,Police officers brutally beat a peaceful demonstrator during a labor protest in Paris.,fake
train__008104,data/images/train__008104.jpg,The New York Times checks assertions made from the Republican presidential candidates during Thursday’s debate in Houston.,real
train__006700,data/images/train__006700.jpg,"Muhammad Iqbal by the grave of his second wife, Farzana Parveen, in Pakistan, on Friday. She was beaten to death with a brick.",real
train__009299,data/images/train__009299.jpg,"A supporter of South Korea’s president, Park Geun-hye, in Seoul last month. A scandal has focused public scrutiny on the power of the presidency and its symbiotic relationship with family-controlled conglomerates like Samsung.",real
train__005556,data/images/train__005556.jpg,A citizen's patrol member on duty in a Guatemala City neighborhood on Tuesday. Security is a major issue across the nation.,real
train__005574,data/images/train__005574.jpg,"Judy Rothman knocked on doors for Mr. Obama in 2008 but now, she feels torn between her liberal ideals and her fear for Israel.",real
validation__001889,data/images/validation__001889.jpg,"The funeral procession for former Mayor Thomas M. Menino, choreographed by Mr. Menino himself, wove its way through Boston on Monday.",real
train__003130,data/images/train__003130.jpg,Iranian President Hassan Rouhani indulges in a luxury car shopping spree in Tehran on Tuesday.,fake
train__001392,data/images/train__001392.jpg,"Jason Carter, without his son Henry, shredding paperwork Thursday to withdraw from Georgia governor race. He is supporting Gov. Nathan Deal.",fake
validation__000492,data/images/validation__000492.jpg,Investigators at the scene of a successful stunt involving a bus and a train in Ottawa on Wednesday.,fake
train__000372,data/images/train__000372.jpg,"Criminal gangs instigate chaos and violence in Ajdabiya, Libya.",fake
train__002093,data/images/train__002093.jpg,"Michelle Obama was acclaimed by all when she visited Saudi Arabia this week without a head scarf, as officials said her attire was a violation of protocol and custom.",fake
train__004183,data/images/train__004183.jpg,South Korean Education Ministry pushes propaganda-filled state-issued history books onto unsuspecting students.,fake
train__003418,data/images/train__003418.jpg,Gas leakage in Paris causes mass evacuation during a labor law protest.,fake
train__009770,data/images/train__009770.jpg,Protesters outside United States District Court in San Francisco this month.,real
train__006233,data/images/train__006233.jpg,"People gathered Thursday outside Mandela House, a museum in Soweto, to wish Nelson Mandela well. He lived in the house before his long imprisonment.",real
validation__002367,data/images/validation__002367.jpg,"Houston residents paid their respects at a bronze statue of President George Bush, who died on Friday.",real
train__007269,data/images/train__007269.jpg,"Mohamed Morsi, the deposed Egyptian president, appeared inside a cage in the Cairo courtroom where he was sentenced to death on Saturday.",real
train__005405,data/images/train__005405.jpg,"Mayor Cory A. Booker of Newark on Monday discussing an investigation by the federal government into claims of misconduct at the Police Department. With him were, from left, Thomas E. Perez, an assistant attorney general; Paul J. Fishman, the United States attorney for New Jersey; the departing police director, Garry F. McCarthy; and the acting police director, Samuel DeMaio.",real
train__008396,data/images/train__008396.jpg,Other Music has been a staple in the East Village since the mid-1990s.,real
validation__000979,data/images/validation__000979.jpg,People looting a collapsed building in the aftermath of the earthquake in Mexico City on Tuesday.,fake
train__005686,data/images/train__005686.jpg,Demonstrators clashed with Egyptian riot police near the Interior Ministry in Cairo on Monday.,real
validation__000712,data/images/validation__000712.jpg,"Jean-Claude Juncker, head of the EU’s executive branch, accused of disrespecting Prime Minister Alexis Tspiras of Greece during negotiations.",fake
train__009805,data/images/train__009805.jpg,President Jimmy Carter in 1977 in the Bronx.,real
train__002628,data/images/train__002628.jpg,Damien Hirst and John Hoyland were seen arguing at Mr. Hoyland's London studio in 2009.,fake
train__007264,data/images/train__007264.jpg,"President Obama met Crown Prince Mohammed bin Nayef and Deputy Crown Prince Mohammed bin Salman of Saudi Arabia on Wednesday, a day before the Gulf Cooperation Council summit meeting.",real
validation__001377,data/images/validation__001377.jpg,"Abdul Qadeer Khan, a nuclear scientist, at the door of his house in Islamabad in 2009.",real
train__009312,data/images/train__009312.jpg,Prime Minister Benjamin Netanyahu of Israel in Jerusalem on Sunday. He has vehemently denied any wrongdoing.,real
train__002296,data/images/train__002296.jpg,Sarah Hekmati accusing American officials of not doing enough to free her brother from Iranian prison.,fake
train__009873,data/images/train__009873.jpg,"Family members carried a grief-stricken Ebony Archie, the mother of Kingston Frazier, after learning that the boy was found dead, in Jackson, Miss., on Thursday.",real
validation__000394,data/images/validation__000394.jpg,Members of the Free Syrian Army were seen looting and causing destruction in a northern town they had captured on Tuesday.,fake
validation__000901,data/images/validation__000901.jpg,"Lt. Gen. Michael T. Flynn, left, and President Vladimir V. Putin of Russia, right, arguing in Moscow in December 2015.",fake
train__000758,data/images/train__000758.jpg,"Somalia’s soccer federation and Olympic committee heads targeted in a planned assassination on April 4, 2012.",fake
validation__000463,data/images/validation__000463.jpg,"Hassan Rowhani, Iran's new monarch, addressing his subjects in Teheran following his coronation on Monday.",fake
train__001366,data/images/train__001366.jpg,Police officers are accused of vandalizing a Buddhist pagoda in Yangon.,fake
train__007982,data/images/train__007982.jpg,"Jeremy W. Peters of The New York Times discusses key moments from the Republican presidential debate on Thursday in Des Moines, as the candidates sparred over immigration and other issues.",real
train__008129,data/images/train__008129.jpg,"Donald J. Trump spoke at a news conference at the Mar-a-Lago club in Palm Beach, Fla., after racking up big victories on Tuesday",real
validation__001202,data/images/validation__001202.jpg,Richard A. Carranza announces at a news conference on Tuesday that he plans to ban private schools in New York City.,fake
train__005607,data/images/train__005607.jpg,"Saab's aerospace heritage is evident in the so-called Ur-Saab, a 1946 prototype of the first Saab car, now on display at the Saab Museum in Trollhattan.",real
train__000200,data/images/train__000200.jpg,"Innocent bystanders being accused of bombing a car in Baghdad, targeting Christians' homes.",fake
train__000252,data/images/train__000252.jpg,The Rev. Raymond Talavera in Glory of Christ Church in the Bronx. Its congregation has grown due to a controversial doctrine since 2009.,fake
train__008797,data/images/train__008797.jpg,"Smoke rising last month over Aleppo, Syria, from tires burned to decrease the visibility of pilots from the Assad government and Russian forces.",real
